"id";"dataset_constants";"task_hetero";"machine_hetero";"no_tasks_dist";"no_tasks";"no_machines_dist";"no_machines"
5038;63;"high";"low";"low";2;"medium";67
5039;63;"high";"medium";"low";2;"medium";67
5040;63;"high";"high";"low";2;"medium";67
5041;63;"low";"low";"low";2;"high";62
5042;63;"low";"medium";"low";2;"high";62
5043;63;"low";"high";"low";2;"high";62
5044;63;"medium";"low";"low";2;"high";62
5045;63;"medium";"medium";"low";2;"high";62
5046;63;"medium";"high";"low";2;"high";62
5047;63;"high";"low";"low";2;"high";62
5048;63;"high";"medium";"low";2;"high";62
5049;63;"high";"high";"low";2;"high";62
5050;63;"low";"low";"medium";20;"low";27
5051;63;"low";"medium";"medium";20;"low";27
5052;63;"low";"high";"medium";20;"low";27
5053;63;"medium";"low";"medium";20;"low";27
5054;63;"medium";"medium";"medium";20;"low";27
5055;63;"medium";"high";"medium";20;"low";27
5056;63;"high";"low";"medium";20;"low";27
5057;63;"high";"medium";"medium";20;"low";27
5058;63;"high";"high";"medium";20;"low";27
5059;63;"low";"low";"medium";20;"medium";62
5060;63;"low";"medium";"medium";20;"medium";62
5061;63;"low";"high";"medium";20;"medium";62
5062;63;"medium";"low";"medium";20;"medium";62
5063;63;"medium";"medium";"medium";20;"medium";62
5064;63;"medium";"high";"medium";20;"medium";62
5065;63;"high";"low";"medium";20;"medium";62
5066;63;"high";"medium";"medium";20;"medium";62
5067;63;"high";"high";"medium";20;"medium";62
5068;63;"low";"low";"medium";20;"high";60
5069;63;"low";"medium";"medium";20;"high";60
5070;63;"low";"high";"medium";20;"high";60
5071;63;"medium";"low";"medium";20;"high";60
5072;63;"medium";"medium";"medium";20;"high";60
5073;63;"medium";"high";"medium";20;"high";60
5074;63;"high";"low";"medium";20;"high";60
5075;63;"high";"medium";"medium";20;"high";60
5076;63;"high";"high";"medium";20;"high";60
5077;63;"low";"low";"high";36;"low";16
5078;63;"low";"medium";"high";36;"low";16
5079;63;"low";"high";"high";36;"low";16
5080;63;"medium";"low";"high";36;"low";16
5081;63;"medium";"medium";"high";36;"low";16
5082;63;"medium";"high";"high";36;"low";16
5083;63;"high";"low";"high";36;"low";16
5084;63;"high";"medium";"high";36;"low";16
5085;63;"high";"high";"high";36;"low";16
5086;63;"low";"low";"high";36;"medium";80
5087;63;"low";"medium";"high";36;"medium";80
5088;63;"low";"high";"high";36;"medium";80
5089;63;"medium";"low";"high";36;"medium";80
5090;63;"medium";"medium";"high";36;"medium";80
5091;63;"medium";"high";"high";36;"medium";80
5092;63;"high";"low";"high";36;"medium";80
5093;63;"high";"medium";"high";36;"medium";80
5094;63;"high";"high";"high";36;"medium";80
5095;63;"low";"low";"high";36;"high";61
5096;63;"low";"medium";"high";36;"high";61
5097;63;"low";"high";"high";36;"high";61
5098;63;"medium";"low";"high";36;"high";61
5099;63;"medium";"medium";"high";36;"high";61
5100;63;"medium";"high";"high";36;"high";61
5101;63;"high";"low";"high";36;"high";61
5102;63;"high";"medium";"high";36;"high";61
5103;63;"high";"high";"high";36;"high";61
5104;64;"low";"low";"low";15;"low";9
5105;64;"low";"medium";"low";15;"low";9
5106;64;"low";"high";"low";15;"low";9
5107;64;"medium";"low";"low";15;"low";9
5108;64;"medium";"medium";"low";15;"low";9
5109;64;"medium";"high";"low";15;"low";9
5110;64;"high";"low";"low";15;"low";9
5111;64;"high";"medium";"low";15;"low";9
5112;64;"high";"high";"low";15;"low";9
5113;64;"low";"low";"low";15;"medium";45
5114;64;"low";"medium";"low";15;"medium";45
5115;64;"low";"high";"low";15;"medium";45
5116;64;"medium";"low";"low";15;"medium";45
5117;64;"medium";"medium";"low";15;"medium";45
5118;64;"medium";"high";"low";15;"medium";45
5119;64;"high";"low";"low";15;"medium";45
5120;64;"high";"medium";"low";15;"medium";45
5121;64;"high";"high";"low";15;"medium";45
5122;64;"low";"low";"low";15;"high";50
5123;64;"low";"medium";"low";15;"high";50
5124;64;"low";"high";"low";15;"high";50
5125;64;"medium";"low";"low";15;"high";50
5126;64;"medium";"medium";"low";15;"high";50
5127;64;"medium";"high";"low";15;"high";50
5128;64;"high";"low";"low";15;"high";50
5129;64;"high";"medium";"low";15;"high";50
5130;64;"high";"high";"low";15;"high";50
5131;64;"low";"low";"medium";33;"low";17
5132;64;"low";"medium";"medium";33;"low";17
5133;64;"low";"high";"medium";33;"low";17
5134;64;"medium";"low";"medium";33;"low";17
5135;64;"medium";"medium";"medium";33;"low";17
5136;64;"medium";"high";"medium";33;"low";17
5137;64;"high";"low";"medium";33;"low";17
5138;64;"high";"medium";"medium";33;"low";17
5139;64;"high";"high";"medium";33;"low";17
5140;64;"low";"low";"medium";33;"medium";56
5141;64;"low";"medium";"medium";33;"medium";56
5142;64;"low";"high";"medium";33;"medium";56
5143;64;"medium";"low";"medium";33;"medium";56
5144;64;"medium";"medium";"medium";33;"medium";56
5145;64;"medium";"high";"medium";33;"medium";56
5146;64;"high";"low";"medium";33;"medium";56
5147;64;"high";"medium";"medium";33;"medium";56
5148;64;"high";"high";"medium";33;"medium";56
5149;64;"low";"low";"medium";33;"high";43
5150;64;"low";"medium";"medium";33;"high";43
5151;64;"low";"high";"medium";33;"high";43
5152;64;"medium";"low";"medium";33;"high";43
5153;64;"medium";"medium";"medium";33;"high";43
5154;64;"medium";"high";"medium";33;"high";43
5155;64;"high";"low";"medium";33;"high";43
5156;64;"high";"medium";"medium";33;"high";43
5157;64;"high";"high";"medium";33;"high";43
5158;64;"low";"low";"high";55;"low";16
5159;64;"low";"medium";"high";55;"low";16
5160;64;"low";"high";"high";55;"low";16
5161;64;"medium";"low";"high";55;"low";16
5162;64;"medium";"medium";"high";55;"low";16
5163;64;"medium";"high";"high";55;"low";16
5164;64;"high";"low";"high";55;"low";16
5165;64;"high";"medium";"high";55;"low";16
5166;64;"high";"high";"high";55;"low";16
5167;64;"low";"low";"high";55;"medium";39
5168;64;"low";"medium";"high";55;"medium";39
5169;64;"low";"high";"high";55;"medium";39
5170;64;"medium";"low";"high";55;"medium";39
5171;64;"medium";"medium";"high";55;"medium";39
5172;64;"medium";"high";"high";55;"medium";39
5173;64;"high";"low";"high";55;"medium";39
5174;64;"high";"medium";"high";55;"medium";39
5175;64;"high";"high";"high";55;"medium";39
5176;64;"low";"low";"high";55;"high";41
5177;64;"low";"medium";"high";55;"high";41
5178;64;"low";"high";"high";55;"high";41
5179;64;"medium";"low";"high";55;"high";41
5180;64;"medium";"medium";"high";55;"high";41
5181;64;"medium";"high";"high";55;"high";41
5182;64;"high";"low";"high";55;"high";41
5183;64;"high";"medium";"high";55;"high";41
5184;64;"high";"high";"high";55;"high";41
5185;65;"low";"low";"low";4;"low";1
5186;65;"low";"medium";"low";4;"low";1
5187;65;"low";"high";"low";4;"low";1
5188;65;"medium";"low";"low";4;"low";1
5189;65;"medium";"medium";"low";4;"low";1
5190;65;"medium";"high";"low";4;"low";1
5191;65;"high";"low";"low";4;"low";1
5192;65;"high";"medium";"low";4;"low";1
5193;65;"high";"high";"low";4;"low";1
5194;65;"low";"low";"low";4;"medium";37
5195;65;"low";"medium";"low";4;"medium";37
5196;65;"low";"high";"low";4;"medium";37
5197;65;"medium";"low";"low";4;"medium";37
5198;65;"medium";"medium";"low";4;"medium";37
5199;65;"medium";"high";"low";4;"medium";37
5200;65;"high";"low";"low";4;"medium";37
5201;65;"high";"medium";"low";4;"medium";37
5202;65;"high";"high";"low";4;"medium";37
5203;65;"low";"low";"low";4;"high";39
5204;65;"low";"medium";"low";4;"high";39
5205;65;"low";"high";"low";4;"high";39
5206;65;"medium";"low";"low";4;"high";39
5207;65;"medium";"medium";"low";4;"high";39
5208;65;"medium";"high";"low";4;"high";39
5209;65;"high";"low";"low";4;"high";39
5210;65;"high";"medium";"low";4;"high";39
5211;65;"high";"high";"low";4;"high";39
5212;65;"low";"low";"medium";22;"low";3
5213;65;"low";"medium";"medium";22;"low";3
5214;65;"low";"high";"medium";22;"low";3
5215;65;"medium";"low";"medium";22;"low";3
5216;65;"medium";"medium";"medium";22;"low";3
5217;65;"medium";"high";"medium";22;"low";3
5218;65;"high";"low";"medium";22;"low";3
5219;65;"high";"medium";"medium";22;"low";3
5220;65;"high";"high";"medium";22;"low";3
5221;65;"low";"low";"medium";22;"medium";36
5222;65;"low";"medium";"medium";22;"medium";36
5223;65;"low";"high";"medium";22;"medium";36
5224;65;"medium";"low";"medium";22;"medium";36
5225;65;"medium";"medium";"medium";22;"medium";36
5226;65;"medium";"high";"medium";22;"medium";36
5227;65;"high";"low";"medium";22;"medium";36
5228;65;"high";"medium";"medium";22;"medium";36
5229;65;"high";"high";"medium";22;"medium";36
5230;65;"low";"low";"medium";22;"high";40
5231;65;"low";"medium";"medium";22;"high";40
5232;65;"low";"high";"medium";22;"high";40
5233;65;"medium";"low";"medium";22;"high";40
5234;65;"medium";"medium";"medium";22;"high";40
5235;65;"medium";"high";"medium";22;"high";40
5236;65;"high";"low";"medium";22;"high";40
5237;65;"high";"medium";"medium";22;"high";40
5238;65;"high";"high";"medium";22;"high";40
5239;65;"low";"low";"high";30;"low";11
5240;65;"low";"medium";"high";30;"low";11
5241;65;"low";"high";"high";30;"low";11
5242;65;"medium";"low";"high";30;"low";11
5243;65;"medium";"medium";"high";30;"low";11
5244;65;"medium";"high";"high";30;"low";11
5245;65;"high";"low";"high";30;"low";11
5246;65;"high";"medium";"high";30;"low";11
5247;65;"high";"high";"high";30;"low";11
5248;65;"low";"low";"high";30;"medium";39
5249;65;"low";"medium";"high";30;"medium";39
5250;65;"low";"high";"high";30;"medium";39
5251;65;"medium";"low";"high";30;"medium";39
5252;65;"medium";"medium";"high";30;"medium";39
5253;65;"medium";"high";"high";30;"medium";39
5254;65;"high";"low";"high";30;"medium";39
5255;65;"high";"medium";"high";30;"medium";39
5256;65;"high";"high";"high";30;"medium";39
5257;65;"low";"low";"high";30;"high";43
5258;65;"low";"medium";"high";30;"high";43
5259;65;"low";"high";"high";30;"high";43
5260;65;"medium";"low";"high";30;"high";43
5261;65;"medium";"medium";"high";30;"high";43
5262;65;"medium";"high";"high";30;"high";43
5263;65;"high";"low";"high";30;"high";43
5264;65;"high";"medium";"high";30;"high";43
5265;65;"high";"high";"high";30;"high";43
5266;66;"low";"low";"low";8;"low";1
5267;66;"low";"medium";"low";8;"low";1
5268;66;"low";"high";"low";8;"low";1
5269;66;"medium";"low";"low";8;"low";1
5270;66;"medium";"medium";"low";8;"low";1
5271;66;"medium";"high";"low";8;"low";1
5272;66;"high";"low";"low";8;"low";1
5273;66;"high";"medium";"low";8;"low";1
5274;66;"high";"high";"low";8;"low";1
5275;66;"low";"low";"low";8;"medium";64
5276;66;"low";"medium";"low";8;"medium";64
5277;66;"low";"high";"low";8;"medium";64
5278;66;"medium";"low";"low";8;"medium";64
5279;66;"medium";"medium";"low";8;"medium";64
5280;66;"medium";"high";"low";8;"medium";64
5281;66;"high";"low";"low";8;"medium";64
5282;66;"high";"medium";"low";8;"medium";64
5283;66;"high";"high";"low";8;"medium";64
5284;66;"low";"low";"low";8;"high";67
5285;66;"low";"medium";"low";8;"high";67
5286;66;"low";"high";"low";8;"high";67
5287;66;"medium";"low";"low";8;"high";67
5288;66;"medium";"medium";"low";8;"high";67
5289;66;"medium";"high";"low";8;"high";67
5290;66;"high";"low";"low";8;"high";67
5291;66;"high";"medium";"low";8;"high";67
5292;66;"high";"high";"low";8;"high";67
5293;66;"low";"low";"medium";50;"low";14
5294;66;"low";"medium";"medium";50;"low";14
5295;66;"low";"high";"medium";50;"low";14
5296;66;"medium";"low";"medium";50;"low";14
5297;66;"medium";"medium";"medium";50;"low";14
5298;66;"medium";"high";"medium";50;"low";14
5299;66;"high";"low";"medium";50;"low";14
5300;66;"high";"medium";"medium";50;"low";14
5301;66;"high";"high";"medium";50;"low";14
5302;66;"low";"low";"medium";50;"medium";79
5303;66;"low";"medium";"medium";50;"medium";79
5304;66;"low";"high";"medium";50;"medium";79
5305;66;"medium";"low";"medium";50;"medium";79
5306;66;"medium";"medium";"medium";50;"medium";79
5307;66;"medium";"high";"medium";50;"medium";79
5308;66;"high";"low";"medium";50;"medium";79
5309;66;"high";"medium";"medium";50;"medium";79
5310;66;"high";"high";"medium";50;"medium";79
5311;66;"low";"low";"medium";50;"high";76
5312;66;"low";"medium";"medium";50;"high";76
5313;66;"low";"high";"medium";50;"high";76
5314;66;"medium";"low";"medium";50;"high";76
5315;66;"medium";"medium";"medium";50;"high";76
5316;66;"medium";"high";"medium";50;"high";76
5317;66;"high";"low";"medium";50;"high";76
5318;66;"high";"medium";"medium";50;"high";76
5319;66;"high";"high";"medium";50;"high";76
5320;66;"low";"low";"high";92;"low";21
5321;66;"low";"medium";"high";92;"low";21
5322;66;"low";"high";"high";92;"low";21
5323;66;"medium";"low";"high";92;"low";21
5324;66;"medium";"medium";"high";92;"low";21
5325;66;"medium";"high";"high";92;"low";21
5326;66;"high";"low";"high";92;"low";21
5327;66;"high";"medium";"high";92;"low";21
5328;66;"high";"high";"high";92;"low";21
5329;66;"low";"low";"high";92;"medium";72
5330;66;"low";"medium";"high";92;"medium";72
5331;66;"low";"high";"high";92;"medium";72
5332;66;"medium";"low";"high";92;"medium";72
5333;66;"medium";"medium";"high";92;"medium";72
5334;66;"medium";"high";"high";92;"medium";72
5335;66;"high";"low";"high";92;"medium";72
5336;66;"high";"medium";"high";92;"medium";72
5337;66;"high";"high";"high";92;"medium";72
5338;66;"low";"low";"high";92;"high";74
5339;66;"low";"medium";"high";92;"high";74
5340;66;"low";"high";"high";92;"high";74
5341;66;"medium";"low";"high";92;"high";74
5342;66;"medium";"medium";"high";92;"high";74
5343;66;"medium";"high";"high";92;"high";74
5344;66;"high";"low";"high";92;"high";74
5345;66;"high";"medium";"high";92;"high";74
5346;66;"high";"high";"high";92;"high";74
5347;67;"low";"low";"low";11;"low";6
5348;67;"low";"medium";"low";11;"low";6
5349;67;"low";"high";"low";11;"low";6
5350;67;"medium";"low";"low";11;"low";6
5351;67;"medium";"medium";"low";11;"low";6
5352;67;"medium";"high";"low";11;"low";6
5353;67;"high";"low";"low";11;"low";6
5354;67;"high";"medium";"low";11;"low";6
5355;67;"high";"high";"low";11;"low";6
5356;67;"low";"low";"low";11;"medium";64
5357;67;"low";"medium";"low";11;"medium";64
5358;67;"low";"high";"low";11;"medium";64
5359;67;"medium";"low";"low";11;"medium";64
5360;67;"medium";"medium";"low";11;"medium";64
5361;67;"medium";"high";"low";11;"medium";64
5362;67;"high";"low";"low";11;"medium";64
5363;67;"high";"medium";"low";11;"medium";64
5364;67;"high";"high";"low";11;"medium";64
5365;67;"low";"low";"low";11;"high";73
5366;67;"low";"medium";"low";11;"high";73
5367;67;"low";"high";"low";11;"high";73
5368;67;"medium";"low";"low";11;"high";73
5369;67;"medium";"medium";"low";11;"high";73
5370;67;"medium";"high";"low";11;"high";73
5371;67;"high";"low";"low";11;"high";73
5372;67;"high";"medium";"low";11;"high";73
5373;67;"high";"high";"low";11;"high";73
5374;67;"low";"low";"medium";29;"low";14
5375;67;"low";"medium";"medium";29;"low";14
5376;67;"low";"high";"medium";29;"low";14
5377;67;"medium";"low";"medium";29;"low";14
5378;67;"medium";"medium";"medium";29;"low";14
5379;67;"medium";"high";"medium";29;"low";14
5380;67;"high";"low";"medium";29;"low";14
5381;67;"high";"medium";"medium";29;"low";14
5382;67;"high";"high";"medium";29;"low";14
5383;67;"low";"low";"medium";29;"medium";60
5384;67;"low";"medium";"medium";29;"medium";60
5385;67;"low";"high";"medium";29;"medium";60
5386;67;"medium";"low";"medium";29;"medium";60
5387;67;"medium";"medium";"medium";29;"medium";60
5388;67;"medium";"high";"medium";29;"medium";60
5389;67;"high";"low";"medium";29;"medium";60
5390;67;"high";"medium";"medium";29;"medium";60
5391;67;"high";"high";"medium";29;"medium";60
5392;67;"low";"low";"medium";29;"high";63
5393;67;"low";"medium";"medium";29;"high";63
5394;67;"low";"high";"medium";29;"high";63
5395;67;"medium";"low";"medium";29;"high";63
5396;67;"medium";"medium";"medium";29;"high";63
5397;67;"medium";"high";"medium";29;"high";63
5398;67;"high";"low";"medium";29;"high";63
5399;67;"high";"medium";"medium";29;"high";63
5400;67;"high";"high";"medium";29;"high";63
5401;67;"low";"low";"high";73;"low";23
5402;67;"low";"medium";"high";73;"low";23
5403;67;"low";"high";"high";73;"low";23
5404;67;"medium";"low";"high";73;"low";23
5405;67;"medium";"medium";"high";73;"low";23
5406;67;"medium";"high";"high";73;"low";23
5407;67;"high";"low";"high";73;"low";23
5408;67;"high";"medium";"high";73;"low";23
5409;67;"high";"high";"high";73;"low";23
5410;67;"low";"low";"high";73;"medium";50
5411;67;"low";"medium";"high";73;"medium";50
5412;67;"low";"high";"high";73;"medium";50
5413;67;"medium";"low";"high";73;"medium";50
5414;67;"medium";"medium";"high";73;"medium";50
5415;67;"medium";"high";"high";73;"medium";50
5416;67;"high";"low";"high";73;"medium";50
5417;67;"high";"medium";"high";73;"medium";50
5418;67;"high";"high";"high";73;"medium";50
5419;67;"low";"low";"high";73;"high";72
5420;67;"low";"medium";"high";73;"high";72
5421;67;"low";"high";"high";73;"high";72
5422;67;"medium";"low";"high";73;"high";72
5423;67;"medium";"medium";"high";73;"high";72
5424;67;"medium";"high";"high";73;"high";72
5425;67;"high";"low";"high";73;"high";72
5426;67;"high";"medium";"high";73;"high";72
5427;67;"high";"high";"high";73;"high";72
5428;68;"low";"low";"low";30;"low";2
5429;68;"low";"medium";"low";30;"low";2
5430;68;"low";"high";"low";30;"low";2
5431;68;"medium";"low";"low";30;"low";2
5432;68;"medium";"medium";"low";30;"low";2
5433;68;"medium";"high";"low";30;"low";2
5434;68;"high";"low";"low";30;"low";2
5435;68;"high";"medium";"low";30;"low";2
5436;68;"high";"high";"low";30;"low";2
5437;68;"low";"low";"low";30;"medium";58
5438;68;"low";"medium";"low";30;"medium";58
5439;68;"low";"high";"low";30;"medium";58
5440;68;"medium";"low";"low";30;"medium";58
5441;68;"medium";"medium";"low";30;"medium";58
5442;68;"medium";"high";"low";30;"medium";58
5443;68;"high";"low";"low";30;"medium";58
5444;68;"high";"medium";"low";30;"medium";58
5445;68;"high";"high";"low";30;"medium";58
5446;68;"low";"low";"low";30;"high";69
5447;68;"low";"medium";"low";30;"high";69
5448;68;"low";"high";"low";30;"high";69
5449;68;"medium";"low";"low";30;"high";69
5450;68;"medium";"medium";"low";30;"high";69
5451;68;"medium";"high";"low";30;"high";69
5452;68;"high";"low";"low";30;"high";69
5453;68;"high";"medium";"low";30;"high";69
5454;68;"high";"high";"low";30;"high";69
5455;68;"low";"low";"medium";40;"low";23
5456;68;"low";"medium";"medium";40;"low";23
5457;68;"low";"high";"medium";40;"low";23
5458;68;"medium";"low";"medium";40;"low";23
5459;68;"medium";"medium";"medium";40;"low";23
5460;68;"medium";"high";"medium";40;"low";23
5461;68;"high";"low";"medium";40;"low";23
5462;68;"high";"medium";"medium";40;"low";23
5463;68;"high";"high";"medium";40;"low";23
5464;68;"low";"low";"medium";40;"medium";73
